#variable_id,variable_type,variable_name,display_name,aliases,bounds,default_unit_name,question
1752,numerical,dm4 clearance,Maytansinoid DM4,"soravtansine|dm 4|dmmo-maytansine|n2'-deacetyl-n2'- 4-mercapto-4-methyl-1-oxopentyl -maytansine|dm4, maytansinoid|ravtansine|n2'-deacetyl-n2'- 4-mercapto-4-methyl-1-oxopentyl maytansine|dmmo maytansine|n2'-[4-[ 3-carboxypropyl dithio]-4-methyl-1-oxo-2-sulfopentyl]-n2'-deacetylmaytansine|dm-4|dm4",,,
1753,numerical,crab antigen ige antibody,Antibodies,"ab|antibody|product containing antibody  product|antibody-containing product|antibodies|antibody  substance|antibody, nos",,,
1754,numerical,calcium excretion rate,calcium,"factor iv|calcium, elemental|calcium, nos|calcium|ca - calcium|calcium  nos|calcium, coagulation factor|calciums|calcium coagulation factor|calcio|product containing calcium  medicinal product|ca++ element|ca|factor iv, coagulation|calcium-40|kalzium|coagulation factor iv|calcium 40|calcium-containing product|ca element|blood coagulation factor iv|calcium  substance|elemental calcium",,,
1755,numerical,hairy cells/lymphocytes,Hairy Cell to Lymphocyte Ratio Measurement,hairy cells/lymphocytes|hrycely,,,
1756,numerical,dilute russell's viper venom time,Dilute Russell viper venom time,drvvt|dilute russell's viper venom time measurement|dilute russell viper venom time|dilute russell viper venom time  procedure|lupus anticoagulant test|dilute russell's viper venom time|stypven time,,,
1757,numerical,aldosterone/renin activity,Aldosterone to Renin Activity Ratio Measurement,aldosterone/renin activity|aldosterone to renin activity ratio measurement|arr,,,
1758,numerical,tnf-a production inhibitory activity,"TNF protein, human","tnf alpha|tnf-a|tnf-alpha|tumor necrosis factor, human|tnf superfamily, member 2 protein, human|tumor necrosis factor-alpha promoter allele-2 protein, human|tumor necrosis factor-alpha|tnfa|tnf protein, human|tumor necrosis factor-alpha  macrophage-derived|tumor necrosis factor 2 protein, human|tumor necrosis factor ligand superfamily member 2|tumor necrosis factor-2 protein, human|tumor necrosis factor|tnf-2 protein, human|tumor necrosis factor alpha|tnf|tnfsf2 protein, human",,,
1759,numerical,helicobacter pylori igg antibody,Helicobacter pylori,helicobacter pylori|hp - helicobacter pylori|h. pylori|helicobacter pylori organism|helicobacter pylori  diagnosis|campylobacter pylori subsp. pylori|helicobacter pylori bacteria|helicobacter nemestrinae|helicobacter pylori  organism|campylobacter pylori subsp pylori|h pylori|campylobacter pylori|campylobacter pyloridis,,,
1760,numerical,activated ptt/standard,Activated PTT/Standard Ratio Measurement,activated ptt/standard|activated ptt/standard ptt|activated ptt to standard ptt ratio measurement|apttstnd|activated partial thromboplastin time/standard thromboplastin time,,,
1761,numerical,"fat bodies, oval",Fat Body,"bodies, fat|body fat|fat bodies|fat body|body fats|body, fat",,,
1762,numerical,acetate,acetate,acetate|ethanoate|ethanoat|acetate  substance,,,
1763,numerical,cd56+brght cd16+low nk cells/leukocytes,Natural Killer Cells,"cells, natural killer|cell, natural killer|k lymphocyte|nk-cell|cells natural killer|nk|killer cell|nk cell|cell, nk|k cell|natural killer cell  cell|natural killer cells|nk-lgl|killer cell, natural|natural killer  nk -cell|natural killer cell|killer cells|cells, nk|killer cells, natural|nk cells",,,
1764,numerical,hdl cholesterol/ldl cholesterol,HDL Cholesterol to LDL Cholesterol Ratio Measurement,hdl cholesterol/ldl cholesterol|hdlcldlc,,,
1765,numerical,cd8/lymphocytes,CD8 Cell to Lymphocyte Ratio Measurement,cd8/lymphocytes|cd8ly,,,
1766,numerical,butalbital,butalbital,"5-allyl-5-isobutylbarbituric acid|5- 2-methylpropyl -5-prop-2-enyl-1,3-diazinane-2,4,6-trione|2,4,6 1h,3h,5h -pyrimidinetrione, 5- 2-methylpropyl -5- 2-propenyl -|iso-butylallylbarbituric acid|butalbital-containing product|5-allyl-5- 2'-methyl-n-propyl  barbituric acid|itobarbital|butalbital|allylbarbitone|butalbital  substance|5-allyl-5-isobutyl-pyrimidine-2,4,6-trione|allylbarbital|5-allyl-5-isobutyl-2,4,6 1h,3h,5h -pyrimidinetrione|5-isobutyl-5-allylbarbituric acid|product containing butalbital  medicinal product|tetrallobarbital|5-allyl-5- 2-methylpropyl barbituric acid|butalbarbital|butalbitalum|allylbarbituric acid",,,
1767,numerical,alt/ast,Alanine Aminotransferase to Aspartate Aminotransferase Ratio Measurement,alt/ast|altast,,,
1768,numerical,"ana pattern, igg","Antibodies, Antinuclear","antibodies, antinuclear|antibody, antinuclear|antinuclear factor  anf|anti-nuclear antibody|antinuclear factor|ana|antinuclear antibody  substance|antinuclear autoantibody|factors, antinuclear|antidna autoantibody|antinuclear antibody|antinuclear antibody ana|anf|ana - anti-nuclear antibody|antinuclear antibody  ana|antinuclear antibodies|antinuclear factors|anf - anti-nuclear factor|factor, antinuclear",,,
1769,numerical,hemolytic index,Hemolytic Index,hemolysis|hemolysi|hemolytic index,,,
1770,numerical,hepatitis c virus antibody igg,Hepatitis C,"unspecified viral hepatitis c|viral hepatitis type c|hepatitis nona nonb|nona nonb hepatitis|hepatitis c infection|non-a, non-b hepatitis|parenterally-transmitted non-a, non-b hepatitis|hepatitis, non-a, non-b|hcv infection|non b hepatitis|hepatitis viral c|hepatitis non a non b|hepatitis c virus|unspecified viral hepatitis c nos|nanbh|viral hepatitis c|hepatitis non-a non-b|hcv|viral hepatitis type c  disorder|hepatitis c virus infection|hepatitis c|viral hepatitis, non-a, non-b|hepatitis, viral, non-a, non-b, parenterally-transmitted|pt-nanbh|parenterally transmitted non a, non b hepatitis|type c viral hepatitis|hepatitis c viral",,,
1771,numerical,broad casts,Widening,"wide|widened structure|widened|widened structure  morphologic abnormality|widening|widening, nos|broad",,,
1772,numerical,immunoblasts/lymphocytes,Immunoblasts to Lymphocytes Ratio Measurement,"lymphocytes, immunoblastic/lymphocytes|blstimly|immunoblasts/lymphocytes",,,
1773,numerical,bordetella pertussis fha igg antibody,Bordetella pertussis,b. pertussis|haemophilus pertussis|bordetella pertussis bacterium|bordetella pertussis  organism|bordetella pertussis|hemophilus pertussis|microbe de la coqueluche|bacterium tussis-convulsivae,,,
1774,numerical,regulatory t-cell/lymphocytes,Regulatory T-Lymphocytes,"t-cells, regulatory|regulatory t lymphocytes|regulatory t-lymphocytes|t-lymphocytes, regulatory|regulatory t-lymphocyte|treg cell|t-lymphocyte, regulatory|t lymphocytes, regulatory|regulatory t-cells|regulatory t cell|treg cells|cell, treg|t cells, regulatory|cells, treg|regulatory t cells",,,
1775,numerical,beta-1 globulin/total protein,Beta Globulin to Total Protein Ratio Measurement,beta globulin/total protein|globbpt,,,
1776,numerical,ferroquine,ferroquine,"ferrocene, 1-   7-chloro-4-quinolinyl amino methyl -2-  dimethylamino methyl -",,,
1777,numerical,amorphous crystals,amorphous solid,,,,
1778,numerical,ana pattern,"Antibodies, Antinuclear","antibodies, antinuclear|antibody, antinuclear|antinuclear factor  anf|anti-nuclear antibody|antinuclear factor|ana|antinuclear antibody  substance|antinuclear autoantibody|factors, antinuclear|antidna autoantibody|antinuclear antibody|antinuclear antibody ana|anf|ana - anti-nuclear antibody|antinuclear antibody  ana|antinuclear antibodies|antinuclear factors|anf - anti-nuclear factor|factor, antinuclear",,,
1779,numerical,liver-kidney microsome-1,hepato-renal,kidney liver|liver and kidney|kidneys liver|liver kidney|hepato-renal|hepato renal,,,
1780,numerical,phosphorus excretion rate,phosphorus,"product containing phosphorus  medicinal product|phosphorous|phosphorus-31|phosphoric|phosphorus, elemental|p|phosphorus-containing product|phosphorus  substance|phosphorus|phosphorus 31|phosphorus, nos|phosphorous  nos|p element",,,
1781,numerical,antithrombin antigen,Antithrombin Antigen,antithrombin antigen  substance|antithrombin antigen|antithrombin ag,,,
1782,numerical,ldh isoenzyme 2/ldh,Lactate Dehydrogenase,"ld - lactate dehydrogenase|ldh - lactate dehydrogenase|s -lactate:nad+ oxidoreductase|nad-lactate dehydrogenase|l- + -lactate dehydrogenase|dehydrogenase, l-lactate|lactic acid dehydrogenase|l-lactate dehydrogenase|dehydrogenase lactate|lactate dehydrogenase|lactate dehydrogenases|l lactate dehydrogenase|l-lactic acid dehydrogenase|ldh|lactate dehydrogenase  substance|ec 1.1.1.27|l-lactate dehydrogenase  substance|dehydrogenase, lactate",,,
1783,numerical,vitamin d3,cholecalciferol,"vitamin d-3|d3 vitamin|cholecalciferolum|3 beta,5z,7e -9,10-secocholesta-5,7,10 19 -trien-3-ol|calciol|9,10-secocholesta-5,7,10 19 -trien-3-ol,  3beta,5z,7e -|vitamin d<sub>3</sub>|colecalciferolum|vitd - colecalciferol|cholecalciferol|3beta,5z,7e -9,10-secocholesta-5,7,10 19 -trien-3-ol|cholecalciferol-containing product|vitamin d3|9,10-secocholesta-5,7,10 19 -trien-3-ol|d3 - cholecalciferol|d3 - colecalciferol|colecalciferol  substance|9,10-secocholesta-5,7,10 19 -trien-3-beta-ol|colecalciferol-containing product|activated 7-dehydrocholesterol preparation|oleovitamin d3|+ -vitamin d3|colecalciferol|activated 7-dehydrocholesterol|vitamin d 3|vitamin d>3<|cc|5z,7e - 3s -9,10-secocholesta-5,7,10 19 -trien-3-ol|product containing colecalciferol  medicinal product|vitd - cholecalciferol|3β,5z,7e -9,10-secocholesta-5,7,10 19 -trien-3-ol",,,
1784,numerical,lymphocytes/leukocytes,Lymphocyte to Leukocyte Ratio measurement,lymle|lymphocyte to leukocyte ratio|lymphocytes/leukocytes,,,
1785,numerical,creatine kinase mm/total creatine kinase,Creatine Kinase,"creatine phosphokinase  cpk|phosphocreatine kinase|cpk|adenosine triphosphate-creatine transphosphorylase|cpk - creatine phosphokinase|creatine phosphokinase|creatine phosphotransferase, atp|phosphokinase, creatine|ck|kinase, creatine|atp:creatine n-phosphotransferase|creatine kinase  substance|atp:creatine phosphotransferase|atp creatine phosphotransferase|creatine kinase|phosphotransferase, atp creatine|phosphotransferase, adp phosphocreatine|creatine phosphotransferase|adp phosphocreatine phosphotransferase|creatine kinase  ck|phosphocreatine phosphotransferase, adp|ck - creatine kinase",,,
1786,numerical,fat,Fatty acid glycerol esters,fat  substance|fats|fat,,,
1787,numerical,pancreatic polypeptide,Pancreas,"pancreatico-|pancreatic structure  body structure|gastrointestinal tract, pancreas|pancreatico|exocrine and endocrine pancreas, nos|pancreo-|pancreas, nos|exocrine and endocrine pancreas|pancreatic|pancreatic structure|pancreas",,,
1788,numerical,lamb's quarters pollen ige ab,Chenopodium album,"quarters, lamb's|chenopodium album  organism|lambsquarter|chenopodium album|lamb's quarter|lambsquarters|white goosefoot|lambs quarters|lamb's quarters|quarter, lamb's|lamb's-quarters|album, chenopodium|chenopodium albums|lamb quarters|chenopodium viride",,,
1789,numerical,round epithelial cells,Epithelial Cells,"epithelial cell, nos|cell, epithelial|epithelial cell  cell|epithelial cell|cells epithelial|cell epithelial|cells, epithelial|epithelial cells|epitheliocyte",,,
1790,numerical,anion gap,Anions,anions|anion|negatively charged particle,,,
1791,numerical,monocytes/total cells,Monocytes to Total Cell Ratio Measurement,monoce|monocytes/total cells,,,
1792,numerical,aldolase,Aldehyde-Lyases,aldehyde lyases|aldehyde lyase|aldehyde-lyases|aldehyde-lyase  substance|aldolases|ec 4.1.2|aldehyde-lyase|aldolase,,,
1793,numerical,"ana titer, igg 1","Antibodies, Antinuclear","antibodies, antinuclear|antibody, antinuclear|antinuclear factor  anf|anti-nuclear antibody|antinuclear factor|ana|antinuclear antibody  substance|antinuclear autoantibody|factors, antinuclear|antidna autoantibody|antinuclear antibody|antinuclear antibody ana|anf|ana - anti-nuclear antibody|antinuclear antibody  ana|antinuclear antibodies|antinuclear factors|anf - anti-nuclear factor|factor, antinuclear",,,
1794,numerical,clostridium difficile b toxin,"toxB protein, Clostridium difficile","clostridium difficile cytotoxin b|toxin b, clostridium difficile|cd cytotoxin, clostridium difficile|clostridium difficile toxin b|clostridium difficile toxin b  substance|cd cytotoxin b, clostridium difficile|tcdb protein, clostridium difficile",,,
1795,numerical,hdl cholesterol/ldl cholesterol ratio,HDL Cholesterol to LDL Cholesterol Ratio Measurement,hdl cholesterol/ldl cholesterol|hdlcldlc,,,
1796,numerical,type i collagen n-telopeptides,Type I Collagen N-Telopeptide Measurement,type i collagen n-telopeptides|type i collagen x-linked n-telopeptides|ntxi,,,
1797,numerical,dehydroepiandrosterone sulfate,Dehydroepiandrosterone Sulfate,"17-oxoandrost-5-en-3β-yl hydrogen sulphate|dehydroepiandrosterone monosulfate|dhas - dehydroepiandrosterone sulfate|3beta-hydroxyandrost-5-en-17-one 3-sulfate|sulfate, dha|dhas - dehydroepiandrosterone sulphate|dhea sulfate|prasterone sulphate|prasterone sulfate|dheas - dehydroepiandrosterone sulphate|sulfate, dehydroepiandrosterone|dehydroepiandrosterone sulphate|17-ketoandrost-5-en-3beta-yl sulfate|dehydroepiandrosterone sulfate  substance|3-o-sulfodehydroepiandrosterone|sulfate, dhea|dehydroisoandrosterone sulfate|3-beta -3- sulfooxy androst-5-en-17-one|dhea sulphate|dha sulfate|dehydroepiandrosterone sulfate|sulfate, dehydroisoandrosterone|dehydroisoandrosterone-3-sulfate|dheas - dehydroepiandrosterone sulfate|sulfate, prasterone|dehydroepiandrosterone 3-sulfate|androst-5-en-17-on-3beta-yl sulfuric acid|dhea-s",,,
1798,numerical,glutamic acid decarboxylase 2 antibody,GAD2 gene,"gad2|gad2 gene|gad65|glutamate decarboxylase 2|glutamic acid decarboxylase 2|glutamate decarboxylase, pancreatic islet and brain, 65-kd",,,
1799,numerical,indocyanine green,indocyanine green,"indocyanine green-containing product|ujoveridin|wofaverdin|vofaverdin|icg|green, indocyanine|indocyanine green|indocyanine green  substance|vophaverdin|1h-benz e indolium, 2- 7- 1,3-dihydro-1,1-dimethyl-3- 4-sulfobutyl -2h-benz e indol-2-ylidene -1,3,5-heptatrienyl -1,1-dimethyl-3- 4-sulfobutyl -, inner salt, sodium salt|product containing indocyanine green  medicinal product",,,
1800,numerical,ldh isoenzyme 3/ldh,Lactate Dehydrogenase,"ld - lactate dehydrogenase|ldh - lactate dehydrogenase|s -lactate:nad+ oxidoreductase|nad-lactate dehydrogenase|l- + -lactate dehydrogenase|dehydrogenase, l-lactate|lactic acid dehydrogenase|l-lactate dehydrogenase|dehydrogenase lactate|lactate dehydrogenase|lactate dehydrogenases|l lactate dehydrogenase|l-lactic acid dehydrogenase|ldh|lactate dehydrogenase  substance|ec 1.1.1.27|l-lactate dehydrogenase  substance|dehydrogenase, lactate",,,
1801,numerical,unclassified crystals,Unclassified general adjectival modifiers,not classified|unclassified|unclassified  qualifier value,,,
1802,numerical,human herpesvirus 6 igg antibody,"herpesvirus 6, human","human betaherpesvirus 6|roseola infantum virus|hhv-6|exanthem subitum virus|b-lymphotropic viruses, human|human herpesvirus type 6|roseola virus|human herpesvirus 6  organism|human b-lymphotropic viruses|human betaherpesvirus 6s|herpes simplex virus type 6|hblv|herpesvirus 6, human|human herpesvirus type 6 hhv-6|6 herpes human virus|hhv6 - human herpes virus 6|human herpesvirus 6 hhv-6|human herpes virus 6|human herpesvirus-6|human herpesvirus 6|hhv6|human herpes 6 virus|herpesvirus 6 hhv-6|b-lymphotropic virus, human|herpesvirus type 6|hhv 6|virus-hhv6|human b lymphotropic virus|human b-lymphotropic virus",,,
1803,numerical,direct thrombin inhibitor,Antithrombins,"direct antithrombins|direct thrombin inhibitors|antithrombins|substance with direct thrombin inhibitor mechanism of action|antithrombins, direct|direct thrombin inhibitor-containing product|antithrombin|thrombin inhibitors, direct|direct thrombin inhibitor|substance with direct thrombin inhibitor mechanism of action  substance|product containing direct thrombin inhibitor  product",,,
